,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
2046,56,blue-collar,married,primary,no,827,yes,no,telephone,may,462,4,0,unknown,yes
2047,35,blue-collar,married,secondary,no,205,yes,yes,cellular,may,1313,7,1,failure,yes
2048,34,technician,married,tertiary,no,3743,yes,no,cellular,may,722,4,0,unknown,yes
2049,39,services,married,secondary,no,117,yes,no,cellular,may,1032,2,0,unknown,yes
2050,29,blue-collar,married,secondary,no,-493,yes,no,cellular,may,536,2,4,failure,yes
2051,33,management,single,tertiary,no,62,yes,no,cellular,may,473,3,0,unknown,yes
2052,40,admin.,single,secondary,no,2040,yes,no,cellular,may,906,2,2,failure,yes
2053,22,services,single,secondary,no,344,yes,no,cellular,may,347,1,0,unknown,yes
2054,32,technician,single,secondary,no,230,yes,no,cellular,may,442,1,8,failure,yes
2055,33,admin.,single,secondary,no,1277,yes,no,cellular,may,827,1,0,unknown,yes
2056,29,blue-collar,married,secondary,no,104,yes,no,cellular,may,903,4,0,unknown,yes
2057,29,technician,single,secondary,no,706,yes,no,cellular,may,1340,1,0,unknown,yes
2058,24,blue-collar,single,secondary,no,174,yes,yes,cellular,may,487,1,0,unknown,yes
2059,31,blue-collar,single,secondary,no,239,yes,no,cellular,may,666,1,1,success,yes
2060,27,blue-collar,single,secondary,no,513,yes,yes,cellular,may,351,1,0,unknown,yes
2061,32,management,single,tertiary,no,7290,yes,no,cellular,may,357,1,0,unknown,yes
2062,30,blue-collar,single,secondary,no,5909,yes,no,cellular,may,420,2,0,unknown,yes
2063,27,services,single,secondary,no,-195,yes,no,cellular,may,391,1,0,unknown,yes
2064,55,blue-collar,married,secondary,no,3917,yes,no,cellular,may,565,1,0,unknown,yes
2065,28,admin.,single,secondary,no,352,yes,yes,cellular,may,431,1,0,unknown,yes
2066,29,technician,single,tertiary,no,615,yes,no,cellular,may,373,1,0,unknown,yes
2067,55,retired,divorced,tertiary,no,0,no,no,cellular,may,616,1,1,success,yes
2068,25,blue-collar,single,secondary,no,217,yes,no,cellular,may,504,1,0,unknown,yes
2069,36,housemaid,single,secondary,no,1015,yes,no,cellular,may,1008,1,2,success,yes
2070,27,blue-collar,married,unknown,no,409,yes,no,cellular,may,525,1,0,unknown,yes
2071,25,services,single,secondary,no,1119,yes,no,cellular,may,1063,1,0,unknown,yes
2072,32,blue-collar,single,primary,no,12198,yes,no,cellular,may,178,1,0,unknown,yes
2073,33,admin.,single,tertiary,no,235,yes,no,cellular,may,525,1,0,unknown,yes
2074,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,may,442,1,0,unknown,yes
2075,45,technician,divorced,secondary,no,-357,yes,yes,cellular,may,618,1,2,failure,yes
2076,30,blue-collar,single,secondary,no,2145,yes,no,cellular,may,727,2,0,unknown,yes
2077,32,blue-collar,married,primary,no,-454,yes,yes,cellular,may,801,5,2,failure,yes
2078,26,blue-collar,single,primary,no,-887,yes,no,cellular,may,827,2,0,unknown,yes
2079,25,blue-collar,single,primary,no,292,yes,yes,cellular,may,1027,2,0,unknown,yes
2080,33,blue-collar,married,secondary,no,139,yes,yes,cellular,may,732,2,5,failure,yes
2081,32,technician,single,tertiary,no,2684,yes,no,cellular,may,542,2,0,unknown,yes
2082,34,blue-collar,married,primary,no,-1,yes,no,cellular,may,1057,6,1,other,yes
2083,29,management,married,tertiary,no,1387,yes,no,cellular,may,256,2,0,unknown,yes
2084,28,self-employed,married,secondary,no,-522,yes,yes,cellular,may,638,2,0,unknown,yes
2085,38,technician,single,secondary,no,-242,yes,no,cellular,may,1173,3,6,success,yes
2086,35,services,single,secondary,no,719,yes,no,cellular,may,1359,3,3,failure,yes
2087,28,admin.,single,secondary,no,0,yes,yes,cellular,may,390,5,0,unknown,yes
2088,29,unemployed,single,tertiary,no,497,yes,no,cellular,may,642,3,6,success,yes
2089,20,blue-collar,single,secondary,no,76,yes,no,cellular,may,639,2,0,unknown,yes
2090,45,admin.,divorced,secondary,no,397,yes,yes,cellular,may,582,1,2,success,yes
2091,37,management,married,tertiary,no,3723,no,no,cellular,may,354,1,0,unknown,yes
2092,32,technician,single,tertiary,no,1625,no,no,cellular,may,796,1,1,failure,yes
2093,59,admin.,married,secondary,no,106,no,no,cellular,may,186,1,0,unknown,yes
2094,37,services,married,secondary,no,1543,yes,no,cellular,may,298,1,6,failure,yes
2095,59,management,married,tertiary,no,2239,no,no,cellular,may,431,1,0,unknown,yes
2096,27,technician,divorced,secondary,no,1977,yes,no,cellular,may,449,1,0,unknown,yes
2097,39,management,single,tertiary,no,0,yes,no,cellular,may,271,1,3,success,yes
2098,43,services,married,secondary,no,2145,no,no,cellular,may,271,1,3,failure,yes
2099,39,technician,married,secondary,no,116,no,no,cellular,may,554,2,0,unknown,yes
2100,26,student,single,secondary,no,620,no,no,cellular,may,223,1,1,success,yes
2101,39,management,single,tertiary,no,307,no,no,cellular,may,182,2,0,unknown,yes
2102,43,management,divorced,unknown,no,7702,no,no,cellular,may,460,1,2,success,yes
2103,27,student,single,tertiary,no,3733,yes,no,cellular,may,198,1,6,success,yes
2104,32,services,single,secondary,no,3993,no,no,cellular,may,148,2,0,unknown,yes
2105,29,management,single,tertiary,no,428,no,no,cellular,may,293,2,0,unknown,yes
2106,42,management,married,primary,no,5310,yes,no,cellular,may,545,2,1,success,yes
2107,53,blue-collar,married,unknown,no,2509,no,no,telephone,may,231,2,0,unknown,yes
2108,36,management,married,tertiary,no,255,no,no,cellular,may,970,2,2,other,yes
2109,27,management,single,tertiary,no,616,yes,no,cellular,may,685,1,1,other,yes
2110,43,admin.,single,secondary,no,733,yes,no,cellular,may,282,1,3,success,yes
2111,60,retired,divorced,tertiary,no,439,no,yes,cellular,may,464,1,1,failure,yes
2112,29,technician,single,secondary,no,590,no,no,cellular,may,124,1,0,unknown,yes
2113,26,blue-collar,single,tertiary,no,567,no,no,cellular,may,421,1,0,unknown,yes
2114,26,student,single,unknown,no,689,no,no,cellular,may,678,2,0,unknown,yes
2115,28,technician,single,tertiary,no,386,no,no,cellular,may,867,1,0,unknown,yes
2116,28,technician,single,tertiary,no,0,yes,no,cellular,may,269,1,2,failure,yes
2117,28,management,single,tertiary,no,957,no,no,cellular,may,915,2,0,unknown,yes
2118,40,technician,married,secondary,no,312,no,no,cellular,may,612,7,0,unknown,yes
2119,24,blue-collar,single,secondary,no,167,no,yes,cellular,may,288,1,2,success,yes
2120,56,retired,divorced,tertiary,no,13094,no,no,cellular,may,1064,1,0,unknown,yes
2121,34,management,single,tertiary,no,5086,no,no,cellular,may,213,4,0,unknown,yes
2122,28,admin.,single,secondary,no,707,yes,no,cellular,may,226,1,0,unknown,yes
2123,37,services,married,secondary,no,466,yes,yes,cellular,may,377,1,0,unknown,yes
2124,32,services,single,secondary,no,152,yes,no,cellular,may,158,2,0,unknown,yes
2125,43,technician,divorced,secondary,no,1612,no,no,cellular,may,262,2,1,other,yes
2126,36,technician,married,tertiary,no,911,yes,yes,cellular,may,117,2,3,failure,yes
2127,35,technician,single,secondary,no,27,yes,no,cellular,may,214,1,1,other,yes
2128,29,technician,single,secondary,no,6,no,no,cellular,may,315,1,0,unknown,yes
2129,27,student,single,secondary,no,253,no,no,cellular,may,242,2,0,unknown,yes
2130,32,technician,single,tertiary,no,705,yes,no,cellular,may,414,2,4,failure,yes
2131,33,technician,single,tertiary,no,109,yes,yes,cellular,may,601,2,7,failure,yes
2132,24,student,single,secondary,no,23878,no,no,cellular,may,133,1,1,success,yes
2133,58,technician,married,secondary,no,3399,no,no,cellular,may,1078,1,7,other,yes
2134,43,management,married,tertiary,no,79,no,no,cellular,may,640,1,0,unknown,yes
2135,26,management,married,tertiary,no,243,no,no,cellular,may,482,1,0,unknown,yes
2136,31,technician,single,secondary,no,138,no,no,cellular,may,91,1,2,other,yes
2137,25,management,single,tertiary,no,1317,no,no,cellular,may,176,1,0,unknown,yes
2138,58,retired,married,secondary,no,2714,no,no,cellular,may,165,1,2,failure,yes
2139,48,management,divorced,tertiary,no,17964,yes,no,cellular,may,208,2,3,other,yes
2140,60,retired,married,tertiary,no,846,no,no,telephone,may,1346,1,0,unknown,yes
2141,25,student,single,tertiary,no,326,no,no,cellular,may,390,1,0,unknown,yes
2142,26,student,single,secondary,no,100,no,no,cellular,may,445,1,0,unknown,yes
2143,25,student,single,secondary,no,304,no,no,cellular,may,226,2,0,unknown,yes
2144,26,student,single,tertiary,no,39,no,no,cellular,may,396,3,0,unknown,yes
2145,32,management,single,tertiary,no,312,no,no,cellular,may,208,2,2,success,yes
2146,25,admin.,married,tertiary,no,906,no,no,cellular,may,253,1,0,unknown,yes
2147,21,admin.,single,secondary,no,524,no,no,cellular,may,185,1,0,unknown,yes
2148,41,self-employed,single,tertiary,no,1081,no,no,cellular,may,229,3,0,unknown,yes
2149,30,admin.,single,secondary,no,983,yes,no,cellular,may,189,2,0,unknown,yes
2150,47,admin.,divorced,secondary,no,2232,no,no,cellular,may,439,1,1,success,yes
2151,37,admin.,married,secondary,no,1967,no,no,cellular,may,242,1,1,success,yes
2152,34,admin.,married,secondary,no,1406,yes,no,cellular,may,145,1,0,unknown,yes
2153,28,admin.,single,secondary,no,157,no,no,cellular,may,155,3,0,unknown,yes
2154,24,admin.,single,tertiary,no,0,yes,no,cellular,may,122,2,0,unknown,yes
2155,26,admin.,single,secondary,no,2509,no,no,cellular,may,776,3,3,success,yes
2156,35,technician,married,secondary,no,1368,no,no,cellular,may,329,1,2,other,yes
2157,54,retired,divorced,tertiary,no,3076,no,no,cellular,may,367,2,0,unknown,yes
2158,44,management,married,tertiary,no,7818,no,no,cellular,may,412,1,0,unknown,yes
2159,56,admin.,single,secondary,no,4118,no,no,telephone,may,165,1,0,unknown,yes
2160,25,admin.,single,tertiary,no,760,yes,no,cellular,may,223,3,2,failure,yes
2161,25,student,single,unknown,no,277,no,no,cellular,may,311,2,0,unknown,yes
2162,50,management,married,tertiary,no,253,no,no,cellular,may,513,9,0,unknown,yes
2163,55,admin.,married,secondary,no,602,no,no,cellular,jun,324,3,2,success,yes
2164,57,management,married,tertiary,no,473,no,no,cellular,jun,295,1,0,unknown,yes
2165,48,management,married,tertiary,no,1167,yes,yes,cellular,jun,264,1,0,unknown,yes
2166,25,unemployed,single,tertiary,no,343,no,no,cellular,jun,377,1,0,unknown,yes
2167,49,management,married,tertiary,no,1808,yes,no,cellular,jun,205,1,1,success,yes
2168,25,technician,single,secondary,no,1199,no,no,cellular,jun,287,1,0,unknown,yes
2169,38,housemaid,divorced,secondary,no,70,no,no,cellular,jun,263,1,0,unknown,yes
2170,45,blue-collar,married,secondary,no,1723,no,no,cellular,jun,166,2,0,unknown,yes
2171,33,management,married,tertiary,no,1323,no,no,cellular,jun,327,1,0,unknown,yes
2172,45,admin.,married,tertiary,no,2552,no,no,cellular,jun,69,1,7,failure,yes
2173,26,management,single,secondary,no,2613,no,no,cellular,jun,326,1,0,unknown,yes
2174,49,admin.,married,secondary,no,0,no,no,cellular,jun,1460,1,0,unknown,yes
2175,25,technician,single,secondary,no,938,no,no,cellular,jun,1048,1,0,unknown,yes
2176,53,technician,married,secondary,no,284,no,no,cellular,jun,781,1,0,unknown,yes
2177,43,management,married,tertiary,no,1059,no,yes,cellular,jun,335,2,0,unknown,yes
2178,49,technician,married,secondary,no,1684,no,yes,cellular,jun,412,2,0,unknown,yes
2179,54,management,married,tertiary,no,534,no,no,cellular,jun,177,2,0,unknown,yes
2180,47,technician,married,secondary,no,293,no,no,cellular,jun,251,1,1,success,yes
2181,34,blue-collar,married,secondary,no,262,no,no,cellular,jun,339,1,0,unknown,yes
2182,54,services,divorced,secondary,no,0,no,no,cellular,jun,174,1,2,success,yes
2183,43,management,divorced,tertiary,no,2367,no,no,cellular,jun,114,1,2,other,yes
2184,23,services,single,secondary,no,31,no,no,cellular,jun,192,1,0,unknown,yes
2185,48,management,married,tertiary,no,3842,no,no,cellular,jun,215,2,0,unknown,yes
2186,30,self-employed,single,tertiary,no,3343,no,no,cellular,jun,235,1,0,unknown,yes
2187,38,unemployed,single,secondary,no,804,no,no,cellular,jun,1087,1,0,unknown,yes
2188,34,student,single,unknown,no,1011,no,no,cellular,jun,253,1,0,unknown,yes
2189,52,admin.,single,secondary,no,-528,yes,yes,cellular,jun,1144,2,0,unknown,yes
2190,27,management,single,tertiary,no,1840,no,no,cellular,jun,220,1,8,other,yes
2191,40,blue-collar,married,secondary,no,1451,no,no,cellular,jun,314,1,0,unknown,yes
2192,47,management,married,tertiary,no,2351,no,no,cellular,jun,163,2,1,success,yes
2193,26,management,single,tertiary,no,1623,no,no,cellular,jun,479,1,0,unknown,yes
2194,37,admin.,married,secondary,no,597,no,no,cellular,jun,395,1,0,unknown,yes
2195,34,management,married,tertiary,no,611,no,no,cellular,jun,350,1,0,unknown,yes
2196,26,admin.,single,tertiary,no,313,no,yes,cellular,jun,199,1,2,success,yes
2197,44,management,married,tertiary,no,1954,no,no,cellular,jun,294,1,0,unknown,yes
2198,29,management,single,tertiary,no,307,yes,no,cellular,jun,690,1,0,unknown,yes
2199,40,unemployed,single,tertiary,no,7968,no,no,cellular,jun,596,1,0,unknown,yes
2200,43,blue-collar,married,secondary,no,2160,no,no,cellular,jun,169,1,0,unknown,yes
2201,52,technician,divorced,secondary,no,1005,yes,no,cellular,jun,195,1,0,unknown,yes
2202,38,admin.,married,tertiary,no,1988,no,no,cellular,jun,103,1,4,success,yes
2203,33,services,divorced,secondary,no,1117,no,no,cellular,jun,417,1,0,unknown,yes
2204,50,technician,married,secondary,no,3370,no,no,cellular,jun,160,2,0,unknown,yes
2205,53,admin.,married,secondary,no,109,no,no,telephone,jun,270,1,0,unknown,yes
2206,42,services,married,secondary,no,1376,yes,no,cellular,jun,271,2,4,success,yes
2207,49,technician,married,tertiary,no,523,yes,no,cellular,jun,712,1,3,failure,yes
2208,27,technician,single,tertiary,no,15161,no,no,cellular,jun,74,1,1,success,yes
2209,32,admin.,married,tertiary,no,653,no,no,cellular,jun,84,1,0,unknown,yes
2210,31,student,single,tertiary,no,64,no,no,cellular,jun,261,2,0,unknown,yes
2211,29,technician,single,secondary,no,1165,no,no,cellular,jun,245,1,0,unknown,yes
2212,49,services,married,secondary,no,7019,yes,no,cellular,jun,263,1,3,failure,yes
2213,46,blue-collar,married,secondary,no,1568,yes,no,cellular,jun,310,1,6,other,yes
2214,57,blue-collar,married,primary,no,3109,no,no,cellular,jun,482,2,0,unknown,yes
2215,28,technician,single,tertiary,no,4987,no,no,cellular,jun,924,2,21,success,yes
2216,37,entrepreneur,married,tertiary,no,189,no,no,cellular,jun,253,2,0,unknown,yes
2217,38,blue-collar,married,secondary,no,2467,no,no,cellular,jun,192,1,0,unknown,yes
2218,49,management,married,tertiary,no,5887,no,no,cellular,jun,181,3,2,failure,yes
2219,35,technician,married,tertiary,no,1354,no,no,cellular,jun,250,2,0,unknown,yes
2220,29,technician,married,secondary,no,23,yes,no,cellular,jun,163,1,2,failure,yes
2221,52,technician,married,secondary,no,0,no,no,cellular,jun,541,3,0,unknown,yes
2222,34,unemployed,married,secondary,no,978,no,no,cellular,jun,262,2,1,success,yes
2223,60,technician,married,secondary,no,294,no,no,telephone,jun,206,4,0,unknown,yes
2224,32,self-employed,married,secondary,no,409,no,no,cellular,jun,115,2,2,success,yes
2225,27,admin.,single,secondary,no,261,yes,yes,cellular,jun,592,4,0,unknown,yes
2226,55,entrepreneur,married,secondary,no,27624,no,no,telephone,jun,437,1,0,unknown,yes
2227,29,management,single,tertiary,no,3846,no,no,cellular,jun,313,2,0,unknown,yes
2228,42,blue-collar,married,secondary,no,2913,no,no,cellular,jun,705,1,1,failure,yes
2229,33,management,divorced,tertiary,no,2240,no,no,cellular,jun,198,1,0,unknown,yes
2230,29,blue-collar,married,primary,no,5,no,no,cellular,jun,321,1,0,unknown,yes
2231,39,admin.,married,secondary,no,150,no,no,cellular,jun,296,4,0,unknown,yes
2232,31,technician,single,tertiary,no,882,no,no,cellular,jun,411,1,0,unknown,yes
2233,60,management,divorced,tertiary,no,366,no,no,cellular,jun,593,1,0,unknown,yes
2234,25,student,single,tertiary,no,1189,no,no,cellular,jun,165,1,0,unknown,yes
2235,45,admin.,married,secondary,no,204,yes,no,cellular,jun,224,2,0,unknown,yes
2236,29,management,single,tertiary,no,637,yes,no,cellular,jun,340,1,1,failure,yes
2237,55,management,divorced,tertiary,no,2383,no,no,cellular,jun,591,2,0,unknown,yes
2238,26,technician,single,secondary,no,1231,yes,no,cellular,jun,385,2,5,success,yes
2239,30,management,single,tertiary,no,3340,no,no,cellular,jun,238,3,0,unknown,yes
2240,54,admin.,divorced,secondary,no,200,no,no,cellular,jun,170,1,0,unknown,yes
2241,39,blue-collar,single,tertiary,no,48,no,no,cellular,jun,539,1,0,unknown,yes
2242,26,management,single,tertiary,no,2786,no,no,cellular,jun,300,2,1,success,yes
2243,57,retired,married,secondary,no,5313,no,no,cellular,jun,200,1,0,unknown,yes
2244,39,unemployed,married,tertiary,no,201,no,no,cellular,jun,699,1,1,failure,yes
2245,25,blue-collar,single,secondary,no,389,no,no,cellular,jun,837,1,0,unknown,yes
2246,43,blue-collar,married,primary,no,3917,no,no,cellular,jun,725,2,1,success,yes
2247,32,blue-collar,married,secondary,no,889,yes,no,cellular,jun,1076,2,3,other,yes
2248,43,management,divorced,tertiary,no,481,yes,no,cellular,jun,187,1,1,other,yes
2249,50,management,divorced,tertiary,no,810,no,no,cellular,jun,510,3,0,unknown,yes
2250,35,services,married,secondary,no,52,yes,no,cellular,jun,328,2,4,success,yes
2251,37,management,married,tertiary,no,108,yes,yes,cellular,jun,262,2,0,unknown,yes
2252,42,admin.,single,secondary,no,684,no,no,cellular,jun,207,1,0,unknown,yes
2253,27,management,married,secondary,no,2071,no,no,cellular,jun,449,1,0,unknown,yes
2254,27,services,single,secondary,no,339,no,no,cellular,jun,182,1,0,unknown,yes
2255,29,management,single,tertiary,no,572,no,no,cellular,jun,224,1,0,unknown,yes
2256,29,student,single,secondary,no,1779,no,no,cellular,jun,400,1,0,unknown,yes
2257,26,student,single,secondary,no,132,no,no,cellular,jun,217,1,0,unknown,yes
2258,39,admin.,single,tertiary,no,22086,no,no,cellular,jun,160,1,0,unknown,yes
2259,41,services,married,secondary,no,0,yes,yes,cellular,jun,352,2,2,failure,yes
2260,29,management,married,tertiary,no,205,no,no,cellular,jun,787,1,0,unknown,yes
2261,33,technician,single,tertiary,no,317,yes,no,cellular,jun,323,1,14,other,yes
2262,32,management,married,tertiary,no,4945,no,no,cellular,jun,160,1,2,other,yes
2263,30,management,married,tertiary,no,419,yes,no,cellular,jun,194,1,0,unknown,yes
2264,38,technician,single,secondary,no,1130,no,no,cellular,jun,96,2,1,success,yes
2265,55,admin.,married,secondary,no,1662,no,no,cellular,jun,94,2,0,unknown,yes
2266,25,admin.,single,secondary,no,1871,no,no,cellular,jun,136,1,0,unknown,yes
2267,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,jun,81,2,3,failure,yes
2268,35,blue-collar,married,secondary,no,563,no,yes,cellular,jun,147,1,3,failure,yes
2269,31,unemployed,married,secondary,no,6,no,no,cellular,jun,121,4,0,unknown,yes
2270,25,services,single,secondary,no,594,no,no,cellular,jun,89,2,0,unknown,yes
2271,31,management,single,tertiary,no,617,no,no,cellular,jun,1161,1,2,success,yes
2272,27,student,single,secondary,no,538,no,no,cellular,jun,124,2,0,unknown,yes
2273,34,admin.,single,secondary,no,303,no,no,cellular,jun,282,3,3,failure,yes
2274,40,admin.,single,secondary,no,985,yes,no,cellular,jun,592,3,8,failure,yes
2275,27,admin.,married,secondary,no,897,no,no,cellular,jun,397,1,0,unknown,yes
2276,28,management,single,secondary,no,171,no,no,cellular,jun,324,1,1,success,yes
2277,28,management,single,secondary,no,1633,no,no,cellular,jun,275,1,0,unknown,yes
2278,35,admin.,divorced,secondary,no,1085,no,no,cellular,jun,199,1,7,success,yes
2279,58,retired,married,primary,no,1980,no,no,cellular,jun,255,1,0,unknown,yes
2280,44,technician,married,tertiary,no,1933,no,no,cellular,jun,462,1,0,unknown,yes
2281,57,retired,married,secondary,no,1841,no,no,telephone,jun,302,1,0,unknown,yes
2282,25,self-employed,single,tertiary,no,42,yes,no,cellular,jun,149,1,1,success,yes
2283,21,student,single,secondary,no,794,no,no,cellular,jun,191,1,0,unknown,yes
2284,49,technician,married,secondary,no,905,no,no,cellular,jun,1543,1,0,unknown,yes
2285,54,management,married,tertiary,no,8295,no,no,cellular,jun,207,1,0,unknown,yes
2286,59,retired,married,primary,no,0,no,no,cellular,jun,493,2,0,unknown,yes
2287,28,management,single,tertiary,no,874,yes,no,cellular,jun,509,1,0,unknown,yes
2288,37,blue-collar,married,secondary,no,4321,no,no,cellular,jun,657,1,0,unknown,yes
2289,30,technician,single,tertiary,no,0,yes,no,cellular,jun,159,2,0,unknown,yes
2290,35,housemaid,single,primary,no,745,no,no,telephone,jun,522,3,0,unknown,yes
2291,31,management,single,tertiary,no,924,no,no,cellular,jun,207,2,1,success,yes
2292,41,unemployed,single,primary,no,216,no,no,cellular,jun,577,3,0,unknown,yes
2293,30,unemployed,single,tertiary,no,1159,no,no,telephone,jun,366,1,0,unknown,yes
2294,28,self-employed,single,tertiary,no,3290,no,no,cellular,jun,201,2,0,unknown,yes
2295,31,unemployed,single,secondary,no,582,yes,no,cellular,jun,548,2,0,unknown,yes
2296,53,management,divorced,tertiary,no,380,no,yes,cellular,jun,438,2,0,unknown,yes
2297,22,blue-collar,single,secondary,no,682,no,no,cellular,jun,126,2,1,success,yes
2298,36,services,married,primary,no,92,yes,no,cellular,jun,244,7,0,unknown,yes
2299,33,technician,single,secondary,no,66,no,no,cellular,jun,157,2,0,unknown,yes
2300,31,technician,single,tertiary,no,252,no,no,cellular,jun,107,3,0,unknown,yes
2301,49,admin.,married,tertiary,no,6574,no,no,cellular,jun,138,3,0,unknown,yes
2302,51,self-employed,married,unknown,no,2094,no,no,cellular,jun,458,6,0,unknown,yes
2303,34,technician,married,secondary,no,294,yes,no,cellular,jun,301,3,0,unknown,yes
2304,35,blue-collar,married,primary,no,1177,no,no,cellular,jun,243,4,0,unknown,yes
2305,32,admin.,single,tertiary,no,8866,no,no,cellular,jun,234,2,2,success,yes
2306,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,jun,993,4,4,success,yes
2307,31,management,single,tertiary,no,5205,no,no,cellular,jun,529,2,0,unknown,yes
2308,25,technician,single,tertiary,no,3630,no,no,telephone,jun,221,7,0,unknown,yes
2309,25,services,single,tertiary,no,12,no,no,cellular,jun,126,6,0,unknown,yes
2310,60,management,married,secondary,no,544,no,no,cellular,jun,95,7,2,failure,yes
2311,40,self-employed,single,tertiary,no,10346,no,no,cellular,jun,491,2,1,other,yes
2312,50,management,married,tertiary,no,1612,no,no,cellular,jun,532,2,2,other,yes
2313,32,management,single,tertiary,no,718,yes,no,cellular,jun,95,1,0,unknown,yes
2314,60,admin.,married,secondary,no,3547,no,no,telephone,jun,351,6,0,unknown,yes
2315,32,services,married,secondary,no,914,no,no,cellular,jun,372,1,0,unknown,yes
2316,52,entrepreneur,married,secondary,no,1306,no,no,cellular,jun,288,1,0,unknown,yes
2317,59,technician,married,secondary,no,259,no,no,cellular,jun,415,1,1,success,yes
2318,56,retired,married,secondary,no,-1206,yes,no,cellular,jun,382,2,0,unknown,yes
2319,47,management,single,tertiary,no,372,no,no,cellular,jun,257,1,0,unknown,yes
2320,43,management,married,tertiary,no,3518,no,no,cellular,jun,181,2,0,unknown,yes
2321,25,services,single,secondary,no,505,no,no,cellular,jun,284,1,0,unknown,yes
2322,31,student,single,secondary,no,1776,no,no,cellular,jun,220,1,1,other,yes
2323,27,management,single,tertiary,no,20585,no,no,cellular,jun,188,1,0,unknown,yes
2324,26,admin.,married,secondary,no,1595,no,no,cellular,jun,155,1,1,failure,yes
2325,37,admin.,single,tertiary,no,1000,yes,no,cellular,jun,322,1,1,success,yes
2326,27,admin.,single,tertiary,no,138,no,no,cellular,jun,89,2,0,unknown,yes
2327,49,management,married,tertiary,no,561,no,no,cellular,jun,173,1,0,unknown,yes
2328,26,management,single,tertiary,no,170,no,no,cellular,jun,129,1,0,unknown,yes
2329,28,management,single,tertiary,no,502,no,no,cellular,jun,136,2,0,unknown,yes
2330,33,blue-collar,married,secondary,no,379,yes,yes,cellular,jun,263,2,0,unknown,yes
2331,31,technician,married,unknown,no,14533,no,no,cellular,jun,245,2,0,unknown,yes
2332,32,services,married,secondary,no,689,yes,yes,cellular,jun,162,3,0,unknown,yes
2333,30,technician,single,secondary,no,2567,no,no,cellular,jun,813,4,0,unknown,yes
2334,34,management,married,tertiary,no,443,no,no,cellular,jun,235,3,0,unknown,yes
2335,58,retired,married,primary,no,2074,no,no,cellular,jun,259,2,0,unknown,yes
2336,34,management,married,tertiary,no,2374,yes,yes,cellular,jun,270,2,2,failure,yes
2337,26,services,single,secondary,no,1347,no,no,telephone,jun,280,6,5,other,yes
2338,49,management,single,tertiary,no,7443,no,no,telephone,jun,293,5,2,failure,yes
2339,57,management,married,tertiary,no,10583,no,no,cellular,jun,295,3,0,unknown,yes
2340,83,retired,married,primary,no,425,no,no,telephone,jun,883,1,1,failure,yes
2341,61,management,married,tertiary,no,997,no,no,cellular,jun,269,1,1,success,yes
2342,64,retired,married,secondary,no,5966,yes,no,cellular,jun,983,1,0,unknown,yes
2343,37,admin.,married,secondary,no,2061,yes,yes,cellular,jun,459,1,3,failure,yes
2344,68,retired,married,secondary,no,0,no,no,cellular,jun,586,1,0,unknown,yes
2345,71,retired,married,tertiary,no,2887,no,no,cellular,jun,128,1,0,unknown,yes
2346,54,management,married,tertiary,no,1464,no,no,cellular,jun,157,1,0,unknown,yes
2347,37,management,married,tertiary,no,1315,no,no,cellular,jun,224,1,0,unknown,yes
2348,22,student,single,unknown,no,466,no,no,cellular,jun,377,1,0,unknown,yes
2349,44,management,married,tertiary,no,2383,no,no,cellular,jul,571,2,0,unknown,yes
2350,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,jul,140,3,0,unknown,yes
2351,72,self-employed,married,tertiary,no,132,no,no,cellular,jul,260,2,1,success,yes
2352,69,retired,divorced,primary,no,482,no,no,cellular,jul,260,2,0,unknown,yes
2353,41,blue-collar,married,secondary,no,203,no,no,cellular,jul,342,2,0,unknown,yes
2354,44,blue-collar,married,secondary,no,88,yes,no,cellular,jul,275,1,0,unknown,yes
2355,32,services,single,secondary,no,2881,no,no,cellular,jul,356,1,0,unknown,yes
2356,79,retired,married,secondary,no,668,no,no,telephone,jul,363,1,0,unknown,yes
2357,33,technician,married,secondary,no,73,yes,no,cellular,jul,218,1,0,unknown,yes
2358,45,management,married,tertiary,no,1309,no,no,cellular,jul,367,1,0,unknown,yes
2359,40,management,married,tertiary,no,2763,yes,no,cellular,jul,566,1,2,success,yes
2360,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,jul,711,1,1,failure,yes
2361,30,technician,single,secondary,no,930,no,no,cellular,jul,396,1,0,unknown,yes
2362,28,management,single,tertiary,no,12956,yes,no,cellular,jul,940,1,3,success,yes
2363,58,housemaid,divorced,secondary,no,0,no,no,cellular,jul,478,2,0,unknown,yes
2364,39,admin.,divorced,secondary,no,19,yes,no,cellular,jul,503,2,5,success,yes
2365,31,blue-collar,married,secondary,no,625,yes,no,cellular,jul,135,2,3,failure,yes
2366,45,admin.,married,unknown,no,5511,no,no,cellular,jul,272,1,0,unknown,yes
2367,56,blue-collar,married,primary,no,1137,no,no,telephone,jul,176,1,0,unknown,yes
2368,46,management,divorced,tertiary,no,1329,no,no,cellular,jul,247,2,0,unknown,yes
2369,56,retired,married,secondary,no,1044,no,no,telephone,jul,353,2,0,unknown,yes
